Cluster,Cluster_Size,Avg_Popularity,Avg_Danceability,Avg_Energy,Avg_Speechiness,Avg_Acousticness,Avg_Instrumentalness,Avg_Liveness,Avg_Valence
3,722,34.649584487534625,0.6636163434903047,0.7308379501385041,0.24738227146814407,0.1652693296398892,0.005502378905817174,0.237953324099723,0.6037391966759003
1,6515,33.181887950882576,0.6375669992325402,0.7617192632386799,0.05436606293169609,0.1044132923714505,0.009179852081350729,0.1866438066001535,0.647907429009977
0,2431,30.97737556561086,0.5117367338543809,0.45684167844508433,0.040694611271081864,0.5053104985191279,0.007306598095433978,0.16590547099958863,0.4146853558206499
2,327,27.10091743119266,0.6226250764525993,0.7224336391437309,0.05571865443425076,0.16395484134556573,0.6502293577981652,0.18450305810397555,0.5965724770642201
