Decade,Danceability,Energy,Loudness,Acousticness,Valence,Tempo,Duration_ms
0,0.764,0.8355,-4.356,0.0408,0.838,121.9625,0.0
1950,0.5804444444444444,0.5583703703703704,-9.284962962962963,0.6793333333333332,0.7488888888888888,125.54281481481482,162590.11111111112
1960,0.5354966139954853,0.5640681715575621,-9.82883972911964,0.42966626636568844,0.6781783295711061,119.59342212189615,176973.3656884876
1970,0.5638901907356948,0.6040431880108992,-9.859708446866485,0.30583707356948225,0.6488979564032697,120.10628610354223,236076.60081743868
1980,0.6165436681222708,0.6682086244541485,-9.659211790393012,0.19097174231441047,0.6639746724890829,123.49945087336245,249530.84716157205
1990,0.5986908809891809,0.6833013910355487,-8.439543276661515,0.20106156098918082,0.5981451313755797,119.28975811437402,245792.04095826895
2000,0.6088707536118704,0.7206618197188598,-6.339568918391254,0.17012310094103864,0.592709918000781,123.00143108160874,227280.22998828584
2010,0.619516100702576,0.6958343091334894,-6.155490632318501,0.19503065687939108,0.5396467505854801,121.23676258782201,216541.4399882904
2020,0.6597093023255813,0.678124584717608,-5.975975083056478,0.1849438231395349,0.528258803986711,121.73627408637873,193379.38870431893
